Rank,publication_number,application_number,family_id,title,abstract,granted_date,granted_year,publication_date,publication_year,filing_date,year,Expiration date,Expiration year,priority_date,priority_year,Publication type,filing_status,Kind code,jurisdiction,Inventor names,Original assignee names,Current assignee names,GRID IDs,City of Current Assignee,State of Current Assignee,Country of Current Assignee,Funder,Funder Group,Funder Country,UIDs of supporting grants,Grant IDs,Patent citations,Dimensions URL,Fields of Research (ANZSRC 2020),RCDC Categories,HRCS HC Categories,HRCS RAC Categories,Health Research Areas,Broad Research Areas,Cancer Types,CSO Categories,IPCR,cpc,id,scope,pillar,research_category,endproduct,ingredient,subpillar
7,WO-2025190540-A1,EP2025/051052,90365293,PROMOTING BUTYRATE-PRODUCING BACTERIA IN THE GUT MICROBIOME,The present invention relates to a bifidogenic prebiotic for use in promoting butyrate-producing bacteria in the gut microbiome of an infant or young child; wherein the bifidogenic prebiotic is administered to the infant prior to about 12 months of age; and the butyrate-producing bacteria are promoted in the gut microbiome of the infant or young child between about 1 and 5 years of age.,NA,NA,2025-09-18,2025,2025-01-16,2025,2026-09-13,2026,2024-03-13,2024,Application,Pending,A1,WO,GARCIA-GARCERA MARC; DOGRA SHAILLAY KUMAR; FORBES-BLOM ELIZABETH; SPRENGER NORBERT,Societe des Produits Nestle SA; Nestle SA,Societe des Produits Nestle SA; Nestle SA,grid.796691.6; grid.419905.0,Vevey,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025190540-A1,31 Biological Sciences; 31 Biological Sciences; 3107 Microbiology,Complementary and Integrative Health; Microbiome; Nutrition; Pediatric Research Initiative,Infection; Oral and gastrointestinal,NA,NA,Clinical Medicine and Science,NA,NA,A61K45/06; A23L33/21; A61K35/745; A61P37/00; A23L33/135; A61K31/702; A23L33/00,A23L33/135; A23L33/40; A61K35/745; A61K45/06; A61P37/00; A23L33/21; A61K2300/00; A61K31/702,WO-2025190540-A1,out,NA,NA,NA,NA,NA
8,AU-2024236582-A1,AU2024236582,90365692,ENCAPSULATED COLORANT,"The present invention is related to a method of improving the color stability of an oil soluble colorant in a consumable comprising adding to a consumable base an effective amount of an oil soluble colorant encapsulated with at least one of: a whey containing protein, a milk polysaccharide such as lactose and glycoprotein and/or a plant protein.",NA,NA,2025-10-30,2025,2024-03-13,2024,NA,NA,2023-03-15,2023,Application,Pending,A1,AU,MATTINGLY THERESA; ROUNTREE M KATHLEEN; CHOUKET RAJA,Givaudan SA,Givaudan SA,grid.480186.3,Vernier,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/AU-2024236582-A1,31 Biological Sciences; 31 Biological Sciences; 3101 Biochemistry and Cell Biology,NA,NA,NA,NA,NA,NA,NA,A23L5/42,A23L5/42,AU-2024236582-A1,out,NA,NA,NA,NA,NA
24,EP-4616721-A1,EP24164012.7,90365963,NOVEL PET FOOD COMPOSITION,"The present invention relates to an aqueous pet food composition that comprises: (a) a vegetable protein selected from the group consisting of pea protein and soya protein, and mixtures thereof; (b) a flour or a starch selected from the group consisting of wheat flour, pea starch, potato starch, and corn starch, and mixtures thereof, and cultivated meat, and which is ideally meat-free other than the cultivated meat component. The aqueous pet food composition can be used to feed a companion animal, such as a cat.",NA,NA,2025-09-17,2025,2024-03-16,2024,NA,NA,2024-03-16,2024,Application,Pending,A1,EP,SANDELOWSKY GUY ALAIN; SIVAKUMAR SIVASANKAR,Omni Pet Ltd,Omni Pet Ltd,NA,NA,NA,United Kingdom,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4616721-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,Cardiovascular,NA,NA,NA,NA,NA,A23K10/20; A23K10/35; A23K50/48; A23K10/30; A23K20/147,A23K10/20; A23K50/48; A23K20/142; A23K20/158; A23K20/174; A23K10/16; A23K10/35; A23K20/147; A23K20/30; A23K10/30,EP-4616721-A1,out,NA,NA,NA,NA,NA
31,WO-2025191113-A1,EP2025/056981,90366089,ARABINOSE-CONTAINING AND GALACTOSE-CONTAINING FOOD COMPOSITION AND PROCESS OF PREPARATION,"An arabinose-containing and galactose-containing food composition is disclosed. Said food food composition is liquid or semi-liquid or powdered. It comprises plant proteins, less than 5wt.%free uronicacid by dry weight and a free arabinose to free galactose weight ration of from 1:1.5 to 1:5. A process for preparing such a food composition is also disclosed. A method for selecting an enzyme comprising a pectinase activity suitable for the invention is also disclosed.",NA,NA,2025-09-18,2025,2025-03-14,2025,2026-09-15,2026,2024-03-15,2024,Application,Pending,A1,WO,FROMMHAGEN MATTHIAS; MURCIANO MARTINEZ PATRICIA; DENG YUXI; FLEURY REY YVETTE; HEMELAAR MIRJAM ADELINE,Societe des Produits Nestle SA; Nestle SA,Societe des Produits Nestle SA; Nestle SA,grid.796691.6; grid.419905.0,Vevey,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025191113-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",Nutrition; Obesity,NA,NA,NA,NA,NA,NA,A23C11/10; A23J3/14; A23J1/14; A23J1/00; A23J3/16; A23L11/65,A23C11/106; A23C11/103; A23J1/006; A23L11/65; A23J3/16; A23J1/148; A23J3/14,WO-2025191113-A1,in,PB,End product formulation,Milk and milk proteins,NA,NA
50,EP-4661689-A1,EP24712253.4,90366169,MICROPARTICLES CONTAINING ALGAL PROTEINS AND USES THEREOF,"The present disclosure relates generally to microparticles containing algal proteins and their use in various applications. In some embodiments, the microparticles are precipitates. In some other embodiments, the microparticles are coacervates. In some embodiments, the microparticles are core-shell microcapsules having a hydrophobic core material encapsulated by a shell that contains an algal protein. In some embodiments, the hydrophobic core material comprises a flavor oil, a fragrance oil, or a combination thereof. In certain aspects, the disclosure provides the use of such microparticles to improve the texture, mouthfeel, perceived fattiness, or perceived creaminess of a comestible article. In some embodiments, the comestible article is a vegan dairy product, a vegan meat product, or a vegan seafood product. In certain aspects, the disclosure provides the use of the microparticles to provide a fragrance to a fragranced product, such as a personal care product, a laundry product, or a cosmetic product.",NA,NA,2025-12-17,2025,2024-03-20,2024,NA,NA,2023-03-24,2023,Application,Pending,A1,EP,ANDRE ROMANE; ERNI PHILIPP; LARCINESE-HAFNER VALERIA,Firmenich SA,Firmenich SA,grid.480130.e,1211 Geneva 8; Genève,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4661689-A1,31 Biological Sciences; 31 Biological Sciences; 3106 Industrial Biotechnology,NA,NA,NA,NA,NA,NA,NA,A23L33/195; A23P10/30; A23J3/20; A61Q13/00; A61K8/11; A61Q19/00,A61K2800/412; A61Q13/00; A23P10/30; A23J3/20; A61K8/11; A23L33/195; A61Q19/00,EP-4661689-A1,in,F,Ingredient optimisation,Cross-cutting,"Isolates, concentates, and flours",NA
47,AU-2024235214-A1,AU2024235214,90366222,METHOD FOR PRODUCING A TEXTURATE AND PROTEIN-CONTAINING TEXTURATE,"The invention relates to a protein-containing texturate which is characterised by a special anisotropy comparable to meat. The texturate comprises a first protein mixture with a non-legume protein, in particular wheat protein, with a proportion of between 10 wt.% and 90 wt.% of the dry mass, and a second protein mixture, in particular with a legume protein or a side-stream product, with a proportion of between 10 wt.% and 90 wt.% of the dry mass. The moisture content is less than 40 wt.% and in particular less than 35 wt.%; a protein proportion of the texturate is between 35 wt.% and 60 wt.% of the dry mass. According to the invention, the texturate has fibres with a preferred direction and a length of more than 10 mm and in particular more than 15 mm, and has an anisotropy index of greater than 1 and in particular greater than 1.4.",NA,NA,2025-10-09,2025,2024-03-08,2024,NA,NA,2023-03-10,2023,Application,Pending,A1,AU,EMIN AZAD,Nexnoa GmbH,Nexnoa GmbH,grid.1078641.3d,Karlsruhe,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/AU-2024235214-A1,"30 Agricultural, Veterinary and Food Sciences; 3003 Animal Production; 31 Biological Sciences",NA,NA,NA,NA,NA,NA,NA,B29C48/30; A23P30/20; A23J3/26; A23J3/22; A23J3/14,B29B7/823; A23P30/20; B29C48/3003; A23J3/26; A23J3/14; B29B7/46; A23J3/227; B29C2948/92704; B29C48/0011; B29C48/92; B29B7/82,AU-2024235214-A1,in,PB,Texturization methods,Meat,NA,NA
23,AU-2024234663-A1,AU2024234663,90366411,METHOD FOR PRODUCING A TEXTURATE AND EXTRUDER ASSEMBLY,"The invention relates to a method for producing a texturate, in which a protein mixture is provided, comprising at least one first protein mixture, in particular a pea protein mixture or a broad bean protein mixture, with a weight proportion of between 45 wt.% and 75 wt.% relative to a base mixture. Water is added in a weight proportion of between 25 wt.% and 50 wt.% in relation to the basic mixture to form a dough and the dough is then extruded at a maximum temperature of between 110°C and 160°C to form an extrudate. The extrudate undergoes an elongation deformation at a temperature of greater than 100 °C by feeding the extrudate through an elongation nozzle, wherein the geometry thereof changes over its length such that a longitudinal and/or transverse elongation strain is generated on the mass.",NA,NA,2025-10-09,2025,2024-03-08,2024,NA,NA,2023-03-10,2023,Application,Pending,A1,AU,EMIN AZAD,Nexnoa GmbH,Nexnoa GmbH,grid.1078641.3d,Karlsruhe,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/AU-2024234663-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences; 40 Engineering",NA,NA,NA,NA,NA,NA,NA,B29C48/30; A23P30/20; B29C48/345; B29C48/875; A23J3/26; A23P30/34; A23J3/22; B29C48/80; A23J3/14,A23P30/20; B29C48/83; B29C48/3003; B29C48/345; B29C48/022; A23J3/26; A23J3/14; A23P30/34; A23J3/227; B29C48/40; B29C48/80; B29C48/875; B29C48/92,AU-2024234663-A1,in,PB,Texturization methods,Meat,NA,NA
11,ES-2983813-B2,ES202330233,90366564,Ternary anti-stain combination for skin lightening,NA,2025-08-11,2025,2025-08-11,2025,2023-03-21,2023,2043-03-21,2043,2023-03-21,2023,Grant,Active,B2,ES,GRAU MONJO ELENA; MOURELLE MANCINI MARISABEL; ANTON RODRIGUEZ LAURA,E Grau Active Cosmetics S L U,E Grau Active Cosmetics S L U,NA,NA,NA,Spain,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/ES-2983813-B2,NA,NA,NA,NA,NA,NA,NA,NA,A61Q19/02; A61K8/34; A61K8/67; A61K8/365,A61K8/365; A61K8/63; A61K8/347; A61K8/9789; A61K8/676; A61Q19/02; A61K2800/412; A61K8/11,ES-2983813-B2,out,NA,NA,NA,NA,NA
75,WO-2025195977-A1,EP2025/057230,90366601,"DEVICE AND METHOD FOR PRODUCING STRUCTURED FOOD PRODUCTS, IN PARTICULAR MEAT SUBSTITUTE PRODUCTS","The invention relates to a device and a method for producing structured food products, in particular meat products and/or meat substitute products, wherein the device has a housing with an inlet for a base mass flow, an outlet for the structured food products and a structuring device for producing a defined structure formed by an additional mass in the base mass, wherein the structuring device comprises: a first portion with at least one opening for the base mass flow for producing at least one base mass strand, a second portion with a plurality of channels which are connected to inlets for respective additional mass flows that are distributed in particular around the circumference of the housing and guide the additional mass flow to a respective specified position of the housing cross-section, and a third portion with a plurality of outlet openings which are connected to respective channels in order to produce a plurality of additional mass strands.",NA,NA,2025-09-25,2025,2025-03-17,2025,2026-09-19,2026,2024-03-19,2024,Application,Pending,A1,WO,KAMMERER STEFFEN; HEMRICH LEO,Albert Handtmann Maschinenfabrik GmbH and Co KG,Albert Handtmann Maschinenfabrik GmbH and Co KG,grid.765261.1,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025195977-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A22C7/00; A23P30/25,A23P30/25; A22C7/0092; A23P30/20,WO-2025195977-A1,in,PB,Texturization methods,Meat,NA,NA
73,EP-4620316-A1,EP24164481.4,90366601,"DEVICE AND METHOD FOR PRODUCING STRUCTURED FOODS, IN PARTICULAR MEAT SUBSTITUTE PRODUCTS","The invention relates to a device and a method for producing structured foodstuffs, in particular meat products and/or meat substitutes, wherein the device has a housing with an inlet for a base mass flow and an outlet for the structured foodstuff and with a structuring device for producing a defined structure of an additional mass in the base mass, wherein the structuring device comprises: a first section with at least one opening for the base mass flow for producing at least one base mass strand, a second section with a plurality of channels which are connected to inlets for respective additional mass flows, which are in particular distributed around the circumference of the housing and guide the additional mass flow to a respective predetermined position of the housing cross-section and a third section with a plurality of outlet openings which are connected to respective channels in order to produce a plurality of additional mass strands.",NA,NA,2025-09-24,2025,2024-03-19,2024,NA,NA,2024-03-19,2024,Application,Pending,A1,EP,KAMMERER STEFFEN; HEMRICH LEO,Albert Handtmann Maschinenfabrik GmbH and Co KG,Albert Handtmann Maschinenfabrik GmbH and Co KG,grid.765261.1,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4620316-A1,31 Biological Sciences; 40 Engineering; 4012 Fluid Mechanics and Thermal Engineering,NA,NA,NA,NA,NA,NA,NA,A22C7/00; A23P30/25,A22C7/0092; A23P30/25; A23P30/20,EP-4620316-A1,in,PB,Texturization methods,Meat,NA,NA
91,WO-2025196003-A1,EP2025/057292,90366637,DEVICE AND METHOD FOR PRODUCING MARBLED FOOD PRODUCTS,"The invention relates to a device (1) and to a method for producing marbled food products (2), in particular meat substitute products, comprising: a housing (3) having an inlet (4) for a base mass flow (5), a plurality of nozzles (7a, 7b, 7c) for injecting a plurality of additional mass flows into the base mass flow (6), and an outlet (8) for the marbled food product (2), which has a marbled structure produced by the pasty additional mass in the base mass.",NA,NA,2025-09-25,2025,2025-03-18,2025,2026-09-19,2026,2024-03-19,2024,Application,Pending,A1,WO,KAMMERER STEFFEN; HEMRICH LEO; NUSSER MARCEL; BAECHTLE MANFRED,Albert Handtmann Maschinenfabrik GmbH and Co KG,Albert Handtmann Maschinenfabrik GmbH and Co KG,grid.765261.1,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025196003-A1,"30 Agricultural, Veterinary and Food Sciences; 30 Agricultural, Veterinary and Food Sciences; 3006 Food Sciences",NA,NA,NA,NA,NA,NA,NA,A23J3/22; A23P20/20; A23P30/25,A23P30/25; A23J3/227; A23P20/20,WO-2025196003-A1,in,PB,Texturization methods,Meat,NA,NA
91,EP-4620314-A1,EP24164483.0,90366637,DEVICE AND METHOD FOR PRODUCING MARBLED FOOD PRODUCTS,"The invention relates to a device (1) and a method for producing marbled foodstuffs (2), in particular meat substitute products, comprising: a housing (3) with an inlet (4) for a base mass flow (5), a plurality of nozzles (7a, 7b, 7c) for injecting a plurality of additional mass flows into the base mass flow (6) and an outlet (8) for the marbled foodstuff (2), which has a marbled structure of the pasty additional mass in the base mass.",NA,NA,2025-09-24,2025,2024-03-19,2024,NA,NA,2024-03-19,2024,Application,Pending,A1,EP,KAMMERER STEFFEN; HEMRICH LEO; NUSSER MARCEL; BAECHTLE MANFRED,Albert Handtmann Maschinenfabrik GmbH and Co KG,Albert Handtmann Maschinenfabrik GmbH and Co KG,grid.765261.1,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/EP-4620314-A1,"30 Agricultural, Veterinary and Food Sciences; 40 Engineering; 4012 Fluid Mechanics and Thermal Engineering",NA,NA,NA,NA,NA,NA,NA,A23J3/22; A23P30/25; A23P20/20,A23J3/227; A23P30/25; A23P20/20,EP-4620314-A1,in,PB,Texturization methods,Meat,NA,NA
13,CN-120882321-A,CN202480019692.6,90366749,Nutritional composition and method for optimizing protein quality in a product containing a vegetable protein source,"A method of manufacturing a composition having an optimal protein mass includes determining a ratio of a first protein source to a second protein source having an optimal protein mass using an optimal model, and manufacturing a composition having protein sources of the ratio. Preferably, the composition has a PDCAAS score of about 1. The composition may have a protein source containing a restriction amino acid, and preferably a different protein source containing a different restriction amino acid. The composition may be administered to an individual to increase the protein bioavailability of the protein consumed by the individual. Preferably, the individual consumes a plant-based diet.",NA,NA,2025-10-31,2025,2024-03-14,2024,NA,NA,2023-03-17,2023,Application,Pending,A,CN,ROWLANDS MICHAEL; REBULL KIM ANN; MAINARDI FABRIZIO,Societe des Produits Nestle SA,Societe des Produits Nestle SA,grid.796691.6,Vevey,NA,Switzerland,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/CN-120882321-A,41 Environmental Sciences; 41 Environmental Sciences; 4102 Ecological Applications,Nutrition,NA,NA,NA,NA,NA,NA,A23L33/175; G16H20/60; A23L33/185,A23L33/185; G16H20/60; A23L33/175,CN-120882321-A,in,PB,Ingredient optimisation,Cross-cutting,NA,NA
78,WO-2025196004-A1,EP2025/057293,90366809,"DEVICE AND METHOD FOR PRODUCING MARBLED AND STRUCTURED FOOD PRODUCTS, IN PARTICULAR MEAT SUBSTITUTE PRODUCTS","The invention relates to a device (1) and a method for producing marbled and structured food products (2), in particular meat substitute products, comprising: a first housing (3) having an inlet (4) for a base mass flow (5), at least one nozzle, in particular a plurality of nozzles (7a, 7b, 7c), for injecting a plurality of additional mass flows (6) into the base mass flow (5), and an outlet (8) for the marbled base mass flow (5), which has a marbled structure produced by the additional mass in the base mass; a second housing (30) having an inlet (40) for the marbled base mass flow (50) and an outlet for the structured food product (2); and a structuring device (180) for producing a defined structure of an additional mass in the marbled base mass, said structuring device (180) comprising at least one opening (160) for the marbled base mass flow (50) in order to produce at least one base mass strand (500) and a plurality of inlets (70a, 70b, 70c) for other additional mass flows (9) in order to produce a plurality of additional mass strands (90).",NA,NA,2025-09-25,2025,2025-03-18,2025,2026-09-19,2026,2024-03-19,2024,Application,Pending,A1,WO,KAMMERER STEFFEN; HEMRICH LEO,Albert Handtmann Maschinenfabrik GmbH and Co KG,Albert Handtmann Maschinenfabrik GmbH and Co KG,grid.765261.1,NA,NA,Germany,NA,NA,NA,NA,NA,NA,https://app.dimensions.ai/details/patent/WO-2025196004-A1,40 Engineering; 40 Engineering; 4012 Fluid Mechanics and Thermal Engineering,NA,NA,NA,NA,NA,NA,NA,A22C7/00; A23P30/25,A23P30/25; A22C7/0092,WO-2025196004-A1,in,PB,Texturization methods,Meat,NA,NA
